,kidney loop of Henle ascending limb epithelial cell,kidney loop of Henle ascending limb epithelial cell_gini
2851,Pcmtd1,6.0264762985806084e-05
2852,Pcna,9.373416834052744e-05
2853,Pcnp,0.00012267838538508315
2854,Pcnx,2.420162103532532e-05
2855,Pcolce,0.0003415860191778575
2856,Pcolce2,0.00011693007813491357
2857,Pcsk6,5.0083696060749005e-05
2858,Pcx,9.588258366734982e-05
2859,Pcyt1a,4.1215117725162e-05
2860,Pcyt2,4.828063504341113e-05
2861,Pdap1,4.857433785604605e-05
2862,Pdcd1,8.605248946861327e-05
2863,Pdcd10,4.467815735760555e-05
2864,Pdcd2l,5.825288624218517e-05
2865,Pdcd4,9.729375370721653e-05
2866,Pdcd6,7.914662854434037e-05
2867,Pdcd6ip,3.383726927174783e-05
2868,Pdcd7,4.247275690316687e-05
2869,Pddc1,3.5062987818469225e-05
2870,Pde1a,9.126675347925336e-05
2871,Pde2a,0.00032687571252053575
2872,Pde4b,0.00010419618050950729
2873,Pdf,3.9427405368519324e-05
2874,Pdgfrb,4.3341010170273156e-05
2875,Pdha1,9.105673103371713e-05
2876,Pdhb,9.9487054579736e-05
2877,Pdhx,2.9352786173539354e-05
2878,Pdia3,0.0002034212888897544
2879,Pdia5,5.708410065693518e-05
2880,Pdia6,0.00010552047627126827
2881,Pdk2,5.0240286862757405e-05
2882,Pdk3,8.612058531670417e-05
2883,Pdlim1,6.661323723354705e-05
2884,Pdlim2,3.246897544366176e-05
2885,Pdlim5,4.357204224880645e-05
2886,Pdp2,3.687393078225421e-05
2887,Pdpn,0.0001051573266650305
2888,Pdrg1,3.0008441568890246e-05
2889,Pds5a,3.293468019900165e-05
2890,Pdxdc1,3.428317409491835e-05
2891,Pdzd11,6.460307236862626e-05
2892,Pdzd3,1.950900685060041e-05
2893,Pdzk1,0.0014788750002283964
2894,Pdzk1ip1,0.0019268421775800054
2895,Pea15a,0.0003049204522972729
2896,Pebp1,0.00013971910832672032
2897,Pecam1,0.0018613447788575902
2898,Pecr,0.0003526634762678873
2899,Pef1,3.0556143905054096e-05
2900,Pelo,3.718974026593561e-05
2901,Pepd,9.239292287216869e-05
2902,Perp,8.145036819790604e-05
2903,Pes1,0.0001012211171452866
2904,Pex11a,5.982158028948857e-05
2905,Pex14,4.727984292172486e-05
2906,Pex16,3.1660521837686e-05
2907,Pex7,3.759318857215607e-05
2908,Pfas,3.8480589321106615e-05
2909,Pfdn1,0.00010987949008920524
2910,Pfdn2,8.28353417067316e-05
2911,Pfdn5,0.00017424484518608013
2912,Pfkp,5.807337772378956e-05
2913,Pfn1,0.00047385377309671733
2914,Pgam1,7.928552487299953e-05
2915,Pgam2,0.0038836813974676677
2916,Pgam5,1.7919029599626582e-05
2917,Pgcp,8.736559723103871e-05
2918,Pgd,6.45244847468195e-05
2919,Pgk1,0.0001517042211336771
2920,Pgls,5.880684785172997e-05
2921,Pglyrp1,0.00012595073207418222
2922,Pgp,2.620836929194659e-05
2923,Pgpep1,7.660203572462172e-05
2924,Pgrmc1,9.558341648871106e-05
2925,Phactr1,3.0369496455499838e-05
2926,Phactr4,1.1177174799535703e-05
2927,Phb,0.00014411516182381563
2928,Phb2,0.00013727015540956626
2929,Phf10,8.396598800453303e-05
2930,Phf15,3.872833569776832e-05
2931,Phf19,2.801646581821008e-05
2932,Phf20l1,3.4545892636024804e-05
2933,Phf5a,4.399999866351554e-05
2934,Phgdh,0.00013316724780682563
2935,Phip,7.111224926818273e-05
2936,Phlda1,5.8746753464794045e-05
2937,Phlda3,6.133699850129693e-05
2938,Phpt1,8.390161451279338e-05
2939,Phrf1,1.4428073274152191e-05
2940,Phyh,0.0001545072893631602
2941,Phyhd1,4.288686541926799e-05
2942,Pi16,0.0001288073138708458
2943,Pi4ka,4.680511066152486e-05
2944,Pias1,8.812529216366848e-05
2945,Pias4,4.547010861401058e-05
2946,Picalm,5.956327924673622e-05
2947,Pick1,3.650387103842671e-05
2948,Pid1,0.00027575808200059785
2949,Pigk,4.0630610906692315e-05
2950,Pigr,0.00040029024363062704
2951,Pigv,9.473689924541234e-06
2952,Pigy,3.865051142131365e-05
2953,Pigyl,3.241307404026082e-05
2954,Pik3cd,3.071119659891767e-05
2955,Pik3r1,6.642818504869351e-05
2956,Pilra,2.118745544695701e-05
2957,Pim1,5.259146173646678e-05
2958,Pim2,1.1963361787297525e-05
2959,Pim3,6.817769892895095e-05
2960,Pin1,6.477570885621522e-05
2961,Pin4,3.874684044010749e-05
2962,Pink1,0.00010786424906220716
2963,Pip4k2a,3.313167624731312e-05
2964,Pip4k2c,2.415598355757396e-05
2965,Pip5k1c,1.8428671403435578e-05
2966,Pipox,4.7011778375917446e-05
2967,Pisd,4.2910747170457226e-05
2968,Pisd-ps3,3.2874126382190036e-05
2969,Pitpna,8.259739797016277e-05
2970,Pitpnb,5.444150985567173e-05
2971,Pitpnc1,0.00012871168531313593
2972,Pkd2,8.000601263886853e-05
2973,Pkig,0.00019782411072009808
2974,Pkm2,0.0012946367828269684
2975,Pkn2,3.340049073271548e-05
2976,Pkp4,5.911241033969314e-05
2977,Pla1a,0.00019647889622411032
2978,Pla2g12a,2.299833380196723e-05
2979,Pla2g16,0.00010038920099559741
2980,Pla2g7,6.624593300031531e-05
2981,Plaa,3.451484820141956e-05
2982,Plac8,6.787545700956651e-05
2983,Plat,0.000491298737637529
2984,Plau,0.00018790032060434276
2985,Plaur,9.04425194166735e-05
2986,Plbd1,0.001236112185553961
2987,Plcxd2,2.0100057700106866e-05
2988,Pld3,0.00011673383718187738
2989,Pld4,0.001492188954653454
2990,Plec,8.70536267135178e-05
2991,Plek,0.0005659490435295492
2992,Plekha6,3.512262233226296e-05
2993,Plekhb2,5.346583485000343e-05
2994,Plekhf2,6.0212805170667775e-05
2995,Plekhg3,3.345067080265371e-05
2996,Plekhj1,4.400199692368273e-05
2997,Plekhm2,2.302549153967783e-05
2998,Plekho1,0.00014872267383287925
2999,Plekho2,6.184887830394943e-05
3000,Plin2,8.969746819922759e-05
3001,Plin3,6.706801014593048e-05
3002,Plin5,0.00012584623536428675
3003,Plk1,2.8731512795137163e-05
3004,Plk2,0.0010497121193844376
3005,Plod3,5.222424310148202e-05
3006,Plp1,0.00010296770624790913
3007,Plp2,4.6075650865333385e-05
3008,Pls3,3.174301867312466e-05
3009,Plscr1,8.50067412079773e-05
3010,Plscr2,0.00015961482206648764
3011,Plscr3,4.366493326952066e-05
3012,Pltp,0.00011875680475027258
3013,Plvap,0.0036081112351527365
3014,Plxdc2,0.00021007402817041054
3015,Plxnb2,6.723214609965728e-05
3016,Plxnd1,9.695954046878114e-06
3017,Pmf1,3.5736330635204096e-05
3018,Pml,2.6469865599567016e-05
3019,Pmm2,4.822319969557973e-05
3020,Pmp22,0.00019020671402027436
3021,Pmpca,4.069546398024874e-05
3022,Pmpcb,4.193233834482242e-05
3023,Pmvk,2.5346827838323527e-05
3024,Pnkd,6.062642591632167e-05
3025,Pnlip,0.0002375560042429626
3026,Pnliprp1,0.0003368794925995072
3027,Pnliprp2,6.204520798927258e-05
3028,Pno1,2.256097398909669e-05
3029,Pnp,9.276774847139273e-05
3030,Pnpla2,4.464613143019137e-05
3031,Pnpla8,4.277078053246765e-05
3032,Pnrc1,0.00015135772976718634
3033,Pnrc2,5.18854751382464e-05
3034,Podxl,0.0018469830247146025
3035,Polb,1.347423798268851e-05
3036,Pold4,2.9510712416873968e-05
3037,Poldip2,4.6704115713006334e-05
3038,Pole4,2.5477011287897263e-05
3039,Polr1d,8.981089151116781e-05
3040,Polr2a,5.649144799765266e-05
3041,Polr2c,0.0001022603212933092
3042,Polr2e,6.112491483575944e-05
3043,Polr2f,5.593517228265865e-05
3044,Polr2i,6.19661707993063e-05
3045,Polr2j,7.26807011467944e-05
3046,Polr2l,0.0001492077091459322
3047,Polr3c,4.0693055595254195e-05
3048,Polr3e,4.3605454737684337e-05
3049,Pomgnt1,4.414793231603141e-05
3050,Pomp,9.044968977793423e-05
3051,Pop5,8.913864048010505e-05
3052,Por,9.32024053130058e-05
3053,Pou2af1,3.283630040675369e-05
3054,Pou2f2,9.9580715234732e-05
3055,Ppa1,5.0340334317050534e-05
3056,Ppa2,0.00011453196238276353
3057,Ppan,3.666524259844654e-05
3058,Ppap2a,0.003033609861866554
3059,Ppap2b,0.002015365232043282
3060,Ppargc1a,5.657004932521881e-05
3061,Ppdpf,9.684418419101263e-05
3062,Ppfia4,8.041775397018503e-06
3063,Ppfibp1,2.584158153458352e-05
3064,Ppia,0.000850653126305865
3065,Ppib,0.00010961196483975402
3066,Ppic,5.157348277567506e-05
3067,Ppif,3.676667855980442e-05
3068,Ppig,0.0001048300633908734
3069,Ppil2,8.18448743954772e-05
3070,Ppip5k2,5.787151237917184e-05
3071,Ppm1b,6.547403028155553e-05
3072,Ppm1g,2.8159177892104123e-05
3073,Ppm1h,0.0001284495542076626
3074,Ppp1ca,0.00015483840407319106
3075,Ppp1cb,8.500619848556256e-05
3076,Ppp1cc,4.608051633153448e-05
3077,Ppp1r10,7.939402169475865e-05
3078,Ppp1r11,6.297054354535998e-05
3079,Ppp1r14b,2.440458407648099e-05
3080,Ppp1r15a,8.938942129741097e-05
3081,Ppp1r16b,0.00015439468154517286
3082,Ppp1r18,0.00020304282557256353
3083,Ppp1r1a,0.005054776585039639
3084,Ppp1r1b,0.0013993434075789428
3085,Ppp1r2,3.221274481317341e-05
3086,Ppp2ca,7.108729094073783e-05
3087,Ppp2r1a,9.342099705431084e-05
3088,Ppp2r2a,6.94196684096017e-05
3089,Ppp2r3a,6.616042144633995e-05
3090,Ppp2r4,3.409402989295627e-05
3091,Ppp2r5a,4.4667524305433275e-05
3092,Ppp2r5c,8.160042925466677e-05
3093,Ppp3ca,4.540739159216367e-05
3094,Ppp4c,7.552805787857064e-05
3095,Ppp5c,7.249183826926934e-05
3096,Ppp6c,1.3003226044984447e-05
3097,Ppt1,7.334422774804492e-05
3098,Pptc7,4.427842479333938e-05
3099,Pqlc2,5.2643249764535386e-05
3100,Prcp,3.4047943415039735e-05
3101,Prdx1,0.0002734422012645802
3102,Prdx2,0.00010149869620861165
3103,Prdx3,7.830393752975016e-05
3104,Prdx4,4.784139165171443e-05
3105,Prdx5,0.0009313755953710809
3106,Prdx6,8.90225730891355e-05
3107,Prelid1,0.00014908901021587785
3108,Prelp,4.186415995196113e-05
3109,Prepl,2.8454518711509237e-05
3110,Prex2,6.518735100327804e-05
3111,Prkaca,6.96186301670391e-05
3112,Prkacb,2.595368554967204e-05
3113,Prkar1a,0.00010351121000800047
3114,Prkcb,0.00038385591587293284
3115,Prkcd,0.00015975130128330275
3116,Prkcdbp,0.0010025480239900925
3117,Prkch,6.351700380536837e-05
3118,Prkcq,1.8456542637720267e-05
3119,Prkcsh,3.97714172747047e-05
3120,Prkcz,2.9917315441212916e-05
3121,Prlr,4.83733352995929e-05
3122,Prmt7,2.726843849010716e-05
3123,Prnp,4.268561113473931e-05
3124,Proc,0.00038162096395600366
3125,Prodh,0.0001251500772918411
3126,Prodh2,0.0002444492136175041
3127,Prom1,0.0002039137710424477
3128,Prosc,7.283948387045625e-05
3129,Prpf19,3.741364407659004e-05
3130,Prpf40a,3.8774407522698074e-05
3131,Prpf4b,6.90904837187891e-05
3132,Prpf6,3.448236232349435e-05
3133,Prps2,4.462295033585263e-05
3134,Prr13,8.127096028145281e-05
3135,Prr14,3.38242532105393e-05
3136,Prr15l,5.5288318949071604e-05
3137,Prr5,4.3910103023022396e-05
3138,Prrc2b,3.915142873605531e-05
3139,Prrc2c,0.000151978581504647
3140,Prss2,0.0004451353083508462
3141,Prss22,4.7108752195733546e-05
3142,Prss23,8.836641260793618e-05
3143,Prss8,6.975920869523515e-05
3144,Psap,0.0008441947726483916
3145,Psenen,6.737934915540522e-05
3146,Psip1,7.328182868048856e-05
3147,Psma1,7.824190146133354e-05
3148,Psma2,0.00011755866292710877
3149,Psma3,0.0001462235656904713
3150,Psma4,6.725126710266117e-05
3151,Psma5,7.432184382061333e-05
3152,Psma6,5.785475411591284e-05
3153,Psma7,9.576307750894323e-05
3154,Psmb1,0.0001423694739475665
3155,Psmb10,0.000124449437670125
3156,Psmb2,0.0001382992354890282
3157,Psmb3,0.00010181264180862193
3158,Psmb4,0.0001462408116863678
3159,Psmb5,7.08388879829051e-05
3160,Psmb6,0.00015631296115256062
3161,Psmb7,7.202220332969788e-05
3162,Psmb8,0.0008947473554983135
3163,Psmb9,0.000328683386808993
3164,Psmc1,7.71493054292013e-05
3165,Psmc2,7.024977376116741e-05
3166,Psmc3,0.00010672782366120188
3167,Psmc4,0.0001154097190973954
3168,Psmc5,5.800438931707339e-05
3169,Psmc6,5.5097686533941416e-05
3170,Psmd1,6.330066039658776e-05
3171,Psmd10,2.0188746471434213e-05
3172,Psmd11,5.076841548827222e-05
3173,Psmd12,5.466444187035503e-05
3174,Psmd13,5.059971926416822e-05
3175,Psmd14,7.934953763599694e-05
3176,Psmd2,0.00010041173553531585
3177,Psmd3,5.2576606477684695e-05
3178,Psmd4,0.00017331262303696207
3179,Psmd6,5.0231622744273074e-05
3180,Psmd7,5.03787867142825e-05
3181,Psmd8,0.00010374597813940417
3182,Psme1,0.00013487940174493712
3183,Psme2,0.00013549773966728415
3184,Psme4,5.836699103735648e-05
3185,Ptbp1,8.730422834794577e-05
3186,Ptchd1,2.6281534712132144e-05
3187,Ptdss2,3.833201587913047e-05
3188,Pten,7.098291962208026e-05
3189,Pter,0.00027503823371360106
3190,Ptgds,4.961508302154339e-05
3191,Ptger3,0.000951553872066647
3192,Ptges3,0.0001287984238147565
3193,Ptgfr,0.00026122383949399167
3194,Ptgis,9.878624969837359e-05
3195,Ptgr2,2.8294138790508946e-05
3196,Ptgs1,5.6427061418247916e-05
3197,Pth1r,0.00017330630429225974
3198,Ptma,0.0002530175574658239
3199,Ptms,0.00018202608528700566
3200,Ptov1,4.633222825704234e-05
3201,Ptp4a2,0.00021211310344863054
3202,Ptp4a3,6.70388769291968e-05
3203,Ptplad1,6.233175546924701e-05
3204,Ptplb,3.133733884335753e-05
3205,Ptpmt1,2.9869159775208023e-05
3206,Ptpn1,0.00019474075941588954
3207,Ptpn11,4.0556319464032535e-05
3208,Ptpn18,0.0005033321274143648
3209,Ptpn2,3.557956148592821e-05
3210,Ptpn22,0.00023690799146224576
3211,Ptpn6,0.00022036812094015885
3212,Ptprb,0.0032593894035532044
3213,Ptprc,0.001477095489335525
3214,Ptprcap,0.0008881081873781728
3215,Ptprd,6.83266871716949e-05
3216,Ptpre,2.3586874288221803e-05
3217,Ptprf,0.00010134277900345637
3218,Ptprj,8.511018032507147e-05
3219,Ptpru,0.00010896407421539564
3220,Ptrf,0.00021432741959690255
3221,Pts,6.528851031607918e-05
3222,Pttg1,4.4770648445672497e-05
3223,Pttg1ip,0.00011265135675880219
3224,Puf60,9.770751690815577e-05
3225,Pum2,3.616176176615827e-05
3226,Pura,6.131224770650262e-05
3227,Purb,6.550302755695407e-05
3228,Pus1,5.739734396999109e-05
3229,Pvalb,0.0007754524393685753
3230,Pvrl3,2.3002774114399272e-05
3231,Pxk,3.259317245294624e-05
3232,Pxmp3,5.7734461202421034e-05
3233,Pxmp4,6.721959669886565e-05
3234,Pxn,3.552059448131157e-05
3235,Pycard,0.00014424059838092254
3236,Pycrl,2.7797596392792128e-05
3237,Pygl,4.4787579917406966e-05
3238,Pyy,0.0002348132097421261
3239,Pzp,0.0001523517098437814
3240,Qdpr,0.00015669606886514222
3241,Qk,6.146078401922805e-05
3242,Qprt,7.749867200417397e-05
3243,Qrich1,4.29345211095489e-05
3244,Qsox1,5.6069024807598814e-05
3245,Rab1,0.00010219172599308771
3246,Rab10,6.346658211796744e-05
3247,Rab11a,0.00011448028202845537
3248,Rab11b,7.684663662992356e-05
3249,Rab11fip3,0.0003476586719974318
3250,Rab14,0.00011322106912068906
3251,Rab18,4.691687761841786e-05
3252,Rab1b,4.8208263868530246e-05
3253,Rab20,3.465769231034281e-05
3254,Rab24,3.012434153787851e-05
3255,Rab25,2.768230673460173e-05
3256,Rab2a,0.0001205611372861632
3257,Rab31,6.991369794733736e-05
3258,Rab43,0.00012065760668393824
3259,Rab4b,2.769402079662737e-05
3260,Rab5a,4.1214948706021594e-05
3261,Rab5c,7.563778441326238e-05
3262,Rab6a,5.7824766928441226e-05
3263,Rab7,7.779587456921687e-05
3264,Rab8a,8.099884172942058e-05
3265,Rab8b,4.8676120048294425e-05
3266,Rabac1,0.0001725323549329305
3267,Rabep1,6.084453279575693e-05
3268,Rabepk,3.9440529297813744e-05
3269,Rabgef1,5.0108646821298374e-05
3270,Rac1,0.00018457265780657885
3271,Rac2,0.0012867120531893476
3272,Rad21,6.238041875511607e-05
3273,Rad54l2,0.00012191329598275382
3274,Rai1,3.8420666032219605e-05
3275,Rai12,4.162942013619922e-05
3276,Rala,6.572708498664442e-05
3277,Ralb,4.6806117547823945e-05
3278,Ralbp1,4.8615171670046764e-05
3279,Ralgps2,7.359314182145013e-05
3280,Raly,0.00014980389073024578
3281,Ramp1,0.00017124645129823463
3282,Ramp2,0.0010145662533404545
3283,Ramp3,0.00025832501160509357
3284,Ran,0.0001533759321699754
3285,Ranbp1,0.00010047012574178023
3286,Ranbp3,6.0314872535819386e-05
3287,Rap1a,5.9818186434693044e-05
3288,Rap1b,0.00017095635981072857
3289,Rap1gap,6.815792940624166e-05
3290,Rap1gap2,7.811385078956565e-05
3291,Rapgef1,4.234333315516592e-05
3292,Rapgef4,0.0001993778826845785
3293,Rapgef6,1.5936421201617246e-05
3294,Rarres2,0.00022903812064642125
3295,Rasa2,2.2759920727638758e-05
3296,Rasal3,9.863012088383766e-05
3297,Rasd1,2.9412735613573333e-05
3298,Rasgrp3,0.00022624421656222338
3299,Rasip1,0.0013117400003359997
3300,Rassf1,2.8641069697460567e-05
3301,Rassf4,0.00030676342458370694
3302,Rassf5,4.0501499231076906e-05
3303,Rb1cc1,4.642019601903117e-05
3304,Rbbp4,7.009291672082054e-05
3305,Rbbp7,8.61239155894676e-05
3306,Rbbp9,3.727890229629662e-05
3307,Rbck1,3.631799403262973e-05
3308,Rbfox2,5.435946048552014e-05
3309,Rbm14,6.345739543036075e-05
3310,Rbm25,0.00011466156453255133
3311,Rbm26,9.851730134274846e-05
3312,Rbm28,6.056270625381733e-05
3313,Rbm3,0.00010534718455409171
3314,Rbm38,5.099175097935703e-05
3315,Rbm39,0.00015096437998043656
3316,Rbm42,8.171769051021618e-05
3317,Rbm47,0.00012801125798340347
3318,Rbm8a,9.674470285807326e-05
3319,Rbms1,9.23521931434123e-05
3320,Rbms3,3.773603628101504e-05
3321,Rbmxl1,2.3397567837820926e-05
3322,Rbpms,7.278970335799473e-05
3323,Rbpms2,3.66962002365437e-05
3324,Rbx1,0.00014435186209880654
3325,Rcan1,0.00012816305679438095
3326,Rcbtb2,6.270163775842721e-05
3327,Rcc2,2.3332066190791288e-05
3328,Rcn2,9.11364392526775e-05
3329,Rcn3,0.00011745426693310522
3330,Rdbp,5.582697938737205e-05
3331,Rdh10,8.230866040128624e-05
3332,Rdh16,2.2165915256086173e-05
3333,Rdm1,2.5902619333947873e-05
3334,Rdx,0.00016921541177267077
3335,Reep3,4.05625988310079e-05
3336,Reep5,0.0004399001759064471
3337,Reg4,0.00018403770023671045
3338,Rel,4.835796029759315e-05
3339,Rell1,3.525141545487386e-05
3340,Renbp,0.00012133986036651452
3341,Rer1,8.221932257273393e-05
3342,Rere,3.973635086058363e-05
3343,Retsat,5.9776670336740406e-05
3344,Rexo2,9.713877330729735e-05
3345,Rfc1,5.330665247656633e-05
3346,Rfk,0.00012231859180235444
3347,Rgl1,9.956816494789579e-05
3348,Rgs1,0.0003835453591965358
3349,Rgs10,0.00031210559855516997
3350,Rgs19,6.639700914476954e-05
3351,Rgs2,0.0002785569306424122
3352,Rhbdd2,3.5312838196285604e-05
3353,Rhbdd3,3.463036020729566e-05
3354,Rhcg,0.0006131534644341695
3355,Rheb,6.44463817688845e-05
3356,Rhoa,0.00018619593768799358
3357,Rhob,0.0003635758791523799
3358,Rhoc,0.00014810979099979447
3359,Rhof,5.024892444770314e-05
3360,Rhog,0.00015302818117685627
3361,Rhoh,7.004315339352596e-05
3362,Rhoj,4.1564888752332766e-05
3363,Rilpl2,0.00019843655761064719
3364,Rin3,2.7163088937732742e-05
3365,Rinl,6.458747469149673e-05
3366,Ripk1,1.3150546304088431e-05
3367,Ripply3,1.9931149919030037e-05
3368,Rit1,2.8635097975605184e-05
3369,Rlf,2.3837165768451885e-05
3370,Rlim,5.71130142425766e-05
3371,Rmnd5b,4.1909636264242974e-05
3372,Rnase1,0.0001861036648070995
3373,Rnase4,0.00012701498273484993
3374,Rnaseh2a,2.4523598547600246e-05
3375,Rnaseh2c,4.1090617234562155e-05
3376,Rnasek,0.0001289440576182825
3377,Rnaset2b,0.00015032035653282224
3378,Rnf10,6.12423067293474e-05
3379,Rnf11,2.4767045150134155e-05
3380,Rnf113a2,6.550430034156564e-05
3381,Rnf114,4.612173255187131e-05
3382,Rnf125,0.00010875257401921406
3383,Rnf128,8.15583407158608e-05
3384,Rnf13,6.414103766157549e-05
3385,Rnf130,4.965331607849422e-05
3386,Rnf139,5.794547524531827e-05
3387,Rnf144a,5.7934879136688426e-05
3388,Rnf146,8.8150926453535e-05
3389,Rnf149,6.894636995809679e-05
3390,Rnf167,6.260480999571435e-05
3391,Rnf181,7.06856917584888e-05
3392,Rnf186,0.00012036163176812795
3393,Rnf187,0.00010606779706913675
3394,Rnf19a,0.0001161319248394494
3395,Rnf214,2.1461189310619576e-05
3396,Rnf220,2.4169270264447258e-05
3397,Rnf5,6.36738475825196e-05
3398,Rnf7,7.7833610359967e-05
3399,Rnh1,0.00012482616331484478
3400,Rnpep,4.5810763035062885e-05
3401,Rnpepl1,5.368550571284464e-05
3402,Rnps1,5.316167393918742e-05
3403,Robo4,0.000371454384830759
3404,Rock1,6.797440217959816e-05
3405,Rock2,6.206198579442745e-05
3406,Rod1,9.551658951169412e-05
3407,Rogdi,4.00438496162443e-05
3408,Romo1,0.0001433922190646855
3409,Rp9,4.069427801383605e-05
3410,Rpl10,0.0002321031340142899
3411,Rpl10a,0.00017481082388117735
3412,Rpl11,0.00015239619639677342
3413,Rpl12,0.0001772381879177723
3414,Rpl13,0.0004894513845933588
3415,Rpl13a,0.0006346316446436894
3416,Rpl14,0.00028884138715658513
3417,Rpl15,0.0001639041019080878
3418,Rpl17,0.00027065264536861426
3419,Rpl18,0.00029470078698413504
3420,Rpl18a,0.0005043747784479066
3421,Rpl19,0.00029054875116690625
3422,Rpl21,0.0002922023381774649
3423,Rpl22,8.85671626628013e-05
3424,Rpl22l1,9.592465831648744e-05
3425,Rpl23,0.00030864593545161794
3426,Rpl23a,0.0001624519690859573
3427,Rpl24,0.00019578412464381427
3428,Rpl27,0.0001922846947913399
3429,Rpl27a,0.00016117258280935585
3430,Rpl28,0.00022357295921695286
3431,Rpl29,0.0002130289161454506
3432,Rpl3,0.0005280265685878838
3433,Rpl31,0.00019143384860520593
3434,Rpl32,0.0002704301564963355
3435,Rpl34-ps1,0.00019761168271725473
3436,Rpl35,0.00021763816428717206
3437,Rpl35a,0.00012362440278804255
3438,Rpl36,0.00031684632560429176
3439,Rpl36a,9.439048331467345e-05
3440,Rpl36al,9.290579564181131e-05
3441,Rpl37,0.0001860227039894368
3442,Rpl37a,0.0003937997835578931
3443,Rpl38,0.0002987829521778714
3444,Rpl39,0.0001861498705574018
3445,Rpl4,0.000274984153385227
3446,Rpl41,0.00037595448975040154
3447,Rpl5,0.00020683430970046846
3448,Rpl6,0.00017875167705317323
3449,Rpl7,0.00023433826558486487
3450,Rpl7a,0.00023883061671310063
3451,Rpl8,0.00027246945047825773
3452,Rpl9,0.00046395020940319414
3453,Rplp0,0.0006608290291212986
3454,Rplp1,0.0003966988329095309
3455,Rplp2,0.0003499564300246778
3456,Rpn1,0.00010072858668103223
3457,Rpn2,0.00010598681512464169
3458,Rprd2,3.129768981786748e-05
3459,Rps10,0.00025776139347009224
3460,Rps11,0.0003734513165273442
3461,Rps12,0.0001431435597524131
3462,Rps13,0.00020836830606566176
3463,Rps14,0.0005064666249324319
3464,Rps15,0.00023032427738730636
3465,Rps15a,0.00017479064437508706
3466,Rps15a-ps6,7.152095380157314e-05
3467,Rps16,0.00029095620462527325
3468,Rps17,0.00018765100210749568
3469,Rps18,0.0006623877378089635
3470,Rps19,0.000345369865842457
3471,Rps2,0.00032057099359546133
3472,Rps20,0.00037001764779408567
3473,Rps21,0.00019530676935806311
3474,Rps23,0.00031161581370674565
3475,Rps24,0.0002555660706522363
3476,Rps25,0.00017151889791670055
3477,Rps26,0.00020098118896707095
3478,Rps27,0.00020765629543233595
3479,Rps27a,0.00015394719837249796
3480,Rps27l,0.0001795670303421848
3481,Rps28,0.00024954734720332753
3482,Rps29,0.0004912897664665446
3483,Rps3,0.0004316332497003726
3484,Rps3a,0.0003918056142718621
3485,Rps4x,0.0003045383969193586
3486,Rps5,0.0004495955402186537
3487,Rps6,0.00033786102313510257
3488,Rps6ka1,3.349358577737177e-05
3489,Rps7,0.0003026517362232052
3490,Rps8,0.0002181953470234471
3491,Rps9,0.0005792323170234988
3492,Rpsa,0.00037864732209957506
3493,Rrad,5.3923020354824975e-05
3494,Rragd,3.0766343337231946e-05
3495,Rras,5.945736564815967e-05
3496,Rrbp1,0.00017321663505297417
3497,Rrnad1,3.264476845926268e-05
3498,Rrp1,9.560336628183678e-05
3499,Rsad2,0.003236747204928927
3500,Rsf1,5.785683922790532e-05
3501,Rsl1d1,4.4210831711337475e-05
3502,Rsrc2,6.327666731145071e-05
3503,Rsu1,4.983382524641406e-05
3504,Rtf1,6.401378486140444e-05
3505,Rtn3,0.00012619009232967506
3506,Rtn4,8.897036030768132e-05
3507,Rtp4,0.0001044998709760003
3508,Rufy1,2.584254764669261e-05
3509,Rufy2,6.26252936146846e-05
3510,Runx1,6.907797161129343e-05
3511,Runx3,9.669544633915502e-05
3512,Rwdd1,3.990258086776651e-05
3513,S100a1,0.0005772298260495357
3514,S100a10,0.0002682641379396448
3515,S100a11,0.000250290081884454
3516,S100a13,0.0001463690539068701
3517,S100a16,0.00016031294816156987
3518,S100a4,7.102032982599268e-05
3519,S100a6,0.0005209299181682033
3520,S100a8,6.254665682775525e-05
3521,S100a9,5.850695871035508e-05
3522,S100g,0.0004230901887811399
3523,S1pr1,0.001526795767408157
3524,S1pr4,5.1011538057934284e-05
3525,Saa1,6.083841715105264e-05
3526,Sae1,3.136918118289077e-05
3527,Safb,5.2507770130646874e-05
3528,Sall3,7.458671635574864e-05
3529,Samd9l,5.6117541512259714e-05
3530,Samhd1,6.333166919434339e-05
3531,Samm50,9.315644612369699e-05
3532,Sap18,8.498563902211815e-05
3533,Sap30,2.489127826600451e-05
3534,Sap30l,3.133863279126533e-05
3535,Sar1a,5.709568315575748e-05
3536,Sar1b,5.429775834463825e-05
3537,Sardh,6.453947350826378e-05
3538,Sarnp,3.020213435387461e-05
3539,Sars,7.598035594064942e-05
3540,Sart1,0.00010045291082937909
3541,Sash1,7.16316275269779e-05
3542,Sash3,2.5398306883158476e-05
3543,Sat1,0.0001571635208850022
3544,Sbds,5.531409439338732e-05
3545,Sbno1,5.9622662009643426e-05
3546,Scaf1,1.0257217490229556e-05
3547,Scaf11,0.00011381410480753829
3548,Scamp2,5.660255769300676e-05
3549,Scamp3,9.266906550112661e-05
3550,Scamp4,3.496549878791979e-05
3551,Scand1,8.646756322193292e-05
3552,Scara3,0.00012579205098736532
3553,Scd1,0.0001523304108654671
3554,Scd2,0.0002616396945429764
3555,Scfd1,3.9607622249621216e-05
3556,Scfd2,6.752145719577467e-05
