,kidney loop of Henle ascending limb epithelial cell,kidney loop of Henle ascending limb epithelial cell_gini
717,Ccl4,9.207027915434412e-05
718,Ccl5,0.0009689100030062882
719,Ccl6,0.0009688738798673701
720,Ccl9,0.0001408606978498024
721,Ccm2,5.2645127206385e-05
722,Ccnb2,7.055274469235757e-05
723,Ccnd1,0.0004686174836294797
724,Ccnd2,0.0004836278812497015
725,Ccnd3,0.000156292364371539
726,Ccng1,4.7519038171851154e-05
727,Ccni,8.733294990438896e-05
728,Ccnl1,7.373612762867145e-05
729,Ccr2,5.207154746822679e-05
730,Ccr7,0.0006205557936997049
731,Ccs,7.757137738478617e-05
732,Cct2,6.617939760410898e-05
733,Cct3,6.656581318883412e-05
734,Cct4,8.151891371194501e-05
735,Cct5,0.00018786112742721667
736,Cct6a,7.714027031857103e-05
737,Cct7,0.00010167529457791775
738,Cct8,8.212028416601387e-05
739,Ccz1,2.5514218134993975e-05
740,Cd14,0.0018134736384390437
741,Cd151,0.00012925308744426983
742,Cd164,0.00012146087856544295
743,Cd19,9.820761653533001e-05
744,Cd2,0.0009397037785028449
745,Cd200,0.0024515679820473406
746,Cd247,0.00011638459568659833
747,Cd248,0.00017218890839772804
748,Cd24a,0.00109583727096647
749,Cd27,3.960987946768599e-05
750,Cd28,0.00010407067635473083
751,Cd2ap,2.7537834373406264e-05
752,Cd300a,0.00022211671579344094
753,Cd300ld,0.0004640761437778989
754,Cd300lg,0.002090538626970384
755,Cd302,7.181598538405029e-05
756,Cd34,0.002212901239770213
757,Cd36,0.0012807337245326954
758,Cd37,0.0004010672631992935
759,Cd38,0.0008499481546183972
760,Cd3d,0.0007340408180649264
761,Cd3e,0.0005547804279273467
762,Cd3g,0.0008911602151596068
763,Cd44,0.00010122278769641291
764,Cd47,0.0002925951412497722
765,Cd48,0.00023161722415177105
766,Cd52,0.0035967000611568318
767,Cd53,0.0011519037080410265
768,Cd55,0.0001045379386200787
769,Cd59a,5.0468059411523504e-05
770,Cd63,0.0007604085053445535
771,Cd68,0.0023242481628166843
772,Cd69,6.810194494176331e-05
773,Cd7,0.00012259358974102915
774,Cd72,0.0004789929447730349
775,Cd74,0.002265701834340987
776,Cd79a,0.0010597946427429313
777,Cd79b,0.0007436609307706586
778,Cd81,0.001151164632169914
779,Cd82,0.0003977752890434902
780,Cd83,0.00016091925832564374
781,Cd86,7.831892936144095e-05
782,Cd8a,8.093704649082393e-05
783,Cd8b1,6.784096300900243e-05
784,Cd9,0.000538130090443036
785,Cd93,0.00034664858933264607
786,Cd97,9.374423188832198e-05
787,Cda,0.00028799569763194606
788,Cdc123,8.67455981277033e-05
789,Cdc26,2.5542233561258723e-05
790,Cdc34,6.177546907390469e-05
791,Cdc37,0.0001291034721292436
792,Cdc42,0.00023190430715290384
793,Cdc42ep1,0.00038718576110569877
794,Cdc42ep2,6.265647196355922e-05
795,Cdc42ep3,0.00010299229954845954
796,Cdc42se1,5.80894177666083e-05
797,Cdc5l,6.0576598835928704e-05
798,Cdc73,5.562736673051132e-05
799,Cdca3,2.5007161130430453e-05
800,Cdca4,1.8102035107590287e-05
801,Cdca7,1.9100131038574807e-05
802,Cdh1,0.00013263744974089566
803,Cdh11,2.165906044500029e-05
804,Cdh16,0.0004151996183877163
805,Cdh5,0.0018062358591352213
806,Cdhr5,9.036323056801812e-05
807,Cdk11b,4.566386499241904e-05
808,Cdk12,5.323673287281111e-05
809,Cdk2ap1,5.3908271354638215e-05
810,Cdk2ap2,7.388146158023734e-05
811,Cdk4,0.00011214790851563196
812,Cdk5rap3,9.329493051758638e-05
813,Cdk9,5.024838046772482e-05
814,Cdkl1,9.529381094005045e-05
815,Cdkn1a,0.00027442961538666055
816,Cdkn1b,9.95686174342781e-05
817,Cdkn1c,6.538925987423913e-05
818,Cdkn2aipnl,3.456159660144008e-05
819,Cdkn2d,4.939322433823812e-05
820,Cdo1,5.4439226045090494e-05
821,Cds2,2.2272437853547988e-05
822,Cdv3,8.888121081631939e-05
823,Cdx4,1.3452501343455771e-05
824,Ceacam1,3.0574097926760256e-05
825,Cebpb,0.00018125026779941
826,Cebpd,7.718081381949572e-05
827,Cebpg,4.797991878570344e-05
828,Cebpz,5.02431499886266e-05
829,Cel,0.00033636855001769136
830,Cela1,0.0002439751434930274
831,Cela2a,0.00021724976009606924
832,Cela3b,0.00021560239174733166
833,Celf1,2.3981738976598985e-05
834,Celf2,0.00024648657694980995
835,Celsr1,2.569102401591704e-05
836,Cenpb,8.557684872510937e-05
837,Cept1,2.87991089965264e-05
838,Ces1d,7.266649960377628e-05
839,Ces1f,0.0012027478717081558
840,Ces2c,0.00021624333593351356
841,Cetn2,5.874503886726476e-05
842,Cetn3,5.137468864863885e-05
843,Cfb,0.00023438694560250865
844,Cfdp1,4.1980795069454915e-05
845,Cfh,0.00017208581382310351
846,Cfi,3.186002582756544e-05
847,Cfl1,0.00039479200120518454
848,Cfl2,2.9311805835055627e-05
849,Cflar,5.207380477004824e-05
850,Cgnl1,0.0002821386537235739
851,Cgrrf1,2.1878023396371825e-05
852,Chchd10,0.0008506763413240774
853,Chchd2,0.00027236957364131317
854,Chchd3,5.150868648909051e-05
855,Chchd4,4.718120582362629e-05
856,Chchd7,9.587987210164322e-05
857,Chd2,2.576760036081731e-05
858,Chd3,0.00011683769306753472
859,Chd4,8.608493534080631e-05
860,Chd8,1.9313938500405167e-05
861,Chd9,3.5035410005345206e-05
862,Chga,5.160482280394356e-05
863,Chic2,2.1316318385469103e-05
864,Chka,7.889361218746723e-05
865,Chmp1b,5.2423432311153905e-05
866,Chmp2a,0.00012257893798931608
867,Chmp2b,4.7389393306134246e-05
868,Chmp3,7.24358129736891e-05
869,Chmp5,7.562154754799314e-05
870,Chmp6,7.208015389422748e-05
871,Chordc1,3.5713392056295335e-05
872,Chpf,4.376199368593557e-05
873,Chpt1,0.0006509988253235652
874,Chrna4,0.0001588031251720253
875,Chst15,8.367025320863842e-06
876,Chsy1,4.660249554882142e-05
877,Chuk,4.331575420662172e-05
878,Churc1,0.00010816498108842807
879,Cib1,6.83655603326943e-05
880,Ciita,1.1801765297254738e-05
881,Cinp,2.6303386886999473e-05
882,Cirbp,6.210558144264127e-05
883,Cisd1,0.00014832861840581162
884,Cisd3,3.472281746460459e-05
885,Cish,4.981210873762953e-05
886,Cited2,8.45030553085319e-05
887,Ckap4,6.079635891952258e-05
888,Ckb,0.0030718400355865625
889,Ckmt1,8.754568315526907e-05
890,Cks1b,4.502497856429805e-05
891,Cks2,6.524528423803953e-05
892,Clasp2,5.448585833662141e-05
893,Clcc1,3.888424474028881e-05
894,Clcn3,4.008629345880951e-05
895,Clcn4-2,5.083263837327023e-05
896,Clcnka,0.00031469318049785717
897,Clcnkb,0.0011316680924103406
898,Cldn10,0.0022571456135485578
899,Cldn15,0.00020899935451469968
900,Cldn16,9.667288638997182e-05
901,Cldn19,0.00034856727437682734
902,Cldn2,0.00010047453131179179
903,Cldn25,4.493538479594701e-05
904,Cldn3,5.557477574129985e-05
905,Cldn4,8.617268148789712e-05
906,Cldn7,0.0001184476572303035
907,Cldn8,5.734119215755629e-05
908,Clec12a,0.0003293004772286222
909,Clec14a,0.00016647195918301357
910,Clec2d,2.3405458055794914e-05
911,Clec2h,0.0003041721430809429
912,Clec3b,9.333546284107132e-05
913,Clec4a1,8.447160088816122e-05
914,Clec4a2,0.00018894803630173149
915,Clec4a3,0.0004026239148181208
916,Clec4b1,0.00046547356115850903
917,Clec7a,1.747720140993725e-05
918,Clic1,0.0002496806150618903
919,Clic4,0.0004415364943427433
920,Clic5,4.280700624040558e-05
921,Clint1,4.7882128321353536e-05
922,Clk1,8.945747953990577e-05
923,Clk3,3.904082417501154e-05
924,Clmn,6.271891562618736e-05
925,Cln3,2.704153996154121e-05
926,Cln6,1.5139042548564344e-05
927,Clns1a,4.860148393590207e-05
928,Clock,1.93381603055206e-05
929,Clpb,7.120767515372774e-05
930,Clpp,6.322069106796728e-05
931,Clps,8.06277538329968e-05
932,Clptm1,7.792592182034527e-05
933,Clptm1l,6.327719745786215e-05
934,Clpx,3.6122170496761976e-05
935,Clta,9.971960071743983e-05
936,Cltb,9.101095530759164e-05
937,Cltc,9.609435436833099e-05
938,Clu,0.0021412506105539255
939,Clybl,5.5762158709571966e-05
940,Cmas,4.884135765496288e-05
941,Cmbl,5.3991107295800607e-05
942,Cml1,0.000314613779344646
943,Cmpk1,7.833143719494684e-05
944,Cmtm3,0.00011896579574052912
945,Cmtm7,0.00015385584460855854
946,Cmtm8,5.2726796497757624e-05
947,Cnbp,0.00016430182040245888
948,Cndp2,0.0024860910719579398
949,Cnih,5.7068782103637085e-05
950,Cnih4,5.583016099300257e-05
951,Cnn2,0.00022798304765135063
952,Cnn3,0.00014514973725098266
953,Cnnm2,0.00012465867783099306
954,Cnot1,3.020361553733916e-05
955,Cnot8,3.2578691206768903e-05
956,Cnp,8.494981282517005e-05
957,Cnpy2,5.4305016794601106e-05
958,Cnpy3,4.129620335820412e-05
959,Coasy,0.0001713999401843615
960,Cobll1,3.811316878920099e-05
961,Cobra1,4.8796342914474335e-05
962,Cog6,3.180918218257328e-05
963,Col14a1,7.06928173031219e-05
964,Col18a1,7.86731503420384e-05
965,Col1a1,0.00019432190052518308
966,Col1a2,0.0007143204593187955
967,Col3a1,0.0004193321715166371
968,Col4a1,0.000181255418461993
969,Col4a2,0.00024783634146060136
970,Col4a3,3.82796820108029e-05
971,Col4a3bp,2.138505223766573e-05
972,Col4a4,7.42296411561815e-05
973,Col6a1,0.00011711403993301356
974,Col6a2,0.0001162854986490385
975,Colec12,7.038266062667869e-05
976,Commd1,7.145016540117237e-05
977,Commd10,2.5200986114750155e-05
978,Commd3,5.615535396981835e-05
979,Commd4,1.7891652949011552e-05
980,Commd6,2.7043204853860226e-05
981,Commd9,3.287367211953131e-05
982,Comt,0.0004653486381243516
983,Copa,3.407072145306345e-05
984,Copb2,4.669560207185148e-05
985,Cope,0.00013998518318370193
986,Copg,6.109305448381616e-05
987,Cops2,5.316946920569022e-05
988,Cops3,3.0375125425313778e-05
989,Cops5,1.609875604368692e-05
990,Cops6,9.991712772802118e-05
991,Cops7a,6.61398099539289e-05
992,Cops8,2.6908169156350487e-05
993,Copz1,5.8378952659433594e-05
994,Coq2,4.9382947548815794e-05
995,Coq6,2.637392437057366e-05
996,Coq7,8.062932717121879e-05
997,Coq9,9.980890061930884e-05
998,Coro1a,0.0015323442483829467
999,Coro1b,7.987109503379723e-05
1000,Cotl1,0.0007190689824791911
1001,Cox17,0.00013412383744387235
1002,Cox4i1,0.0012352290370323611
1003,Cox5a,0.0003499206292204405
1004,Cox5b,0.0007637613428615781
1005,Cox6a1,0.00046883835169129285
1006,Cox6b1,0.0004870495995719831
1007,Cox6c,0.0013077679651772665
1008,Cox7a1,8.129910601895405e-05
1009,Cox7a2,0.000582303708188619
1010,Cox7a2l,0.0001245741832946005
1011,Cox7b,0.0010268280476439292
1012,Cox7c,0.0004761232648878485
1013,Cox8a,0.0007790262969083086
1014,Cp,4.500329671824338e-05
1015,Cpa1,0.0003034494209738128
1016,Cpa2,6.253890652200837e-05
1017,Cpb1,0.00012157174637975414
1018,Cpd,4.6602328293876674e-05
1019,Cpe,6.82374757754023e-05
1020,Cpn1,0.00023885759039947847
1021,Cpne3,0.00012925891899273035
1022,Cpox,4.63046355025885e-05
1023,Cpsf3,3.078779637195979e-05
1024,Cpt1a,5.555263756538104e-05
1025,Cpt2,4.105854326291876e-05
1026,Cr1l,5.409374771430554e-05
1027,Crat,2.113408347938169e-05
1028,Crcp,3.168066346605701e-05
1029,Creg1,8.997553200324618e-05
1030,Creld2,5.561468924310017e-05
1031,Crip1,0.0003678384561066514
1032,Crip2,0.0007961847765557577
1033,Cript,3.52344218297881e-05
1034,Crispld2,6.45194555697701e-05
1035,Crot,8.70310979082585e-05
1036,Crtap,5.4399881610409396e-05
1037,Cryab,0.00012835209385720625
1038,Cryl1,9.226778328656923e-05
1039,Cryz,9.796441109346552e-05
1040,Cryzl1,4.0739731859405636e-05
1041,Cs,0.00018678368472942403
1042,Csad,7.673553821247169e-05
1043,Csda,6.038580611328154e-05
1044,Csde1,0.00010112156028377591
1045,Csf1r,0.000648989008681657
1046,Csf2ra,0.0009400070728241048
1047,Csf2rb,2.9949457575591794e-05
1048,Csk,3.7838688449222624e-05
1049,Csnk1a1,9.78836386218697e-05
1050,Csnk1e,2.0243329909941494e-05
1051,Csnk1g1,4.3348660724835276e-05
1052,Csnk1g2,4.2839057735602236e-05
1053,Csnk2a1,7.308855654852222e-05
1054,Csnk2b,6.699927823282167e-05
1055,Csrp1,0.00012260507647549957
1056,Csrp2,0.0001412045806499117
1057,Cst3,0.0011271072435949654
1058,Cst7,4.827640386206465e-05
1059,Cstb,0.00012208248393731467
1060,Ctbp1,4.2038874724300466e-05
1061,Ctcf,4.292127864839075e-05
1062,Ctla2a,0.00023854115947802472
1063,Ctnna1,0.0001451781431346654
1064,Ctnnb1,7.919117090647762e-05
1065,Ctrb1,0.00017351889230888837
1066,Ctrl,5.967662186131212e-05
1067,Ctsa,0.0002776671422196041
1068,Ctsb,0.00031281294703714433
1069,Ctsc,0.0013365393350551237
1070,Ctsd,0.0002579511484254943
1071,Ctse,8.586688851038737e-05
1072,Ctsg,8.287345394583734e-05
1073,Ctsh,0.000640623809109559
1074,Ctsl,0.0002743311946171487
1075,Ctss,0.0028777248915468944
1076,Ctsw,0.00031318113277847875
1077,Ctsz,0.0004120023906695471
1078,Cttnbp2nl,9.898773115078966e-05
1079,Cubn,8.252309952507074e-05
1080,Cuedc2,6.830484165828427e-05
1081,Cul5,6.560304718821003e-05
1082,Cuta,5.21945099436228e-05
1083,Cux1,6.590982785968912e-05
1084,Cwc15,4.298178594937813e-05
1085,Cwh43,0.00016153459948632564
1086,Cx3cl1,4.7850776904533684e-05
1087,Cx3cr1,0.0006918856038293974
1088,Cxcl12,5.884808652413199e-05
1089,Cxcl16,0.00021673507720137956
1090,Cxcr3,0.00020759946318528856
1091,Cxcr6,0.0006620906950837824
1092,Cxxc1,3.4120675538287986e-05
1093,Cxxc5,5.3564030349380396e-05
1094,Cyb5,0.0011305950820934818
1095,Cyb561,2.3425722312515542e-05
1096,Cyb5b,7.838676108752253e-05
1097,Cyb5r3,0.0001383067094059537
1098,Cyb5r4,4.7279019833402294e-05
1099,Cyba,0.00036914032002598044
1100,Cybasc3,4.531838360647503e-05
1101,Cybb,0.0013906861799579554
1102,Cyc1,0.00018304711740588694
1103,Cycs,0.0002775941752519251
1104,Cyfip1,0.00010625362850440317
1105,Cyfip2,0.00034425839516339567
1106,Cygb,4.642838231982044e-05
1107,Cyhr1,7.470304021985359e-05
1108,Cyp1b1,7.624171972271183e-05
1109,Cyp24a1,0.0004888057549942904
1110,Cyp26b1,0.00020612737044061586
1111,Cyp27a1,5.637831596323536e-05
1112,Cyp2a4,0.0024547091049707806
1113,Cyp2a5,0.00015896420321540397
1114,Cyp2c44,1.9124379453967025e-05
1115,Cyp2d12,0.00016581919378346697
1116,Cyp2d26,0.0006417960332784386
1117,Cyp2d9,0.000930828740665306
1118,Cyp2e1,0.001976788978226751
1119,Cyp2f2,1.0550000447702194e-05
1120,Cyp2j11,8.531425241289896e-05
1121,Cyp2j13,0.00023996952217909177
1122,Cyp2j5,0.0012125250415660313
1123,Cyp2j6,2.6804931622721143e-05
1124,Cyp4a10,0.0001967719375230057
1125,Cyp4a12a,8.21284420663775e-05
1126,Cyp4a31,0.00016495290536195208
1127,Cyp4b1,0.002350457097134002
1128,Cyp4f18,5.6877772356229514e-05
1129,Cyr61,0.00010614653998882297
1130,Cyth2,3.676726141656537e-05
1131,Cyth4,0.0003971796627613096
1132,Cytip,8.851147493255163e-05
1133,D10Jhu81e,0.00010626791482506008
1134,D10Wsu52e,4.574703277899182e-05
1135,D11Wsu99e,5.067624086822051e-05
1136,D14Ertd668e,1.3447958359370949e-05
1137,D17Wsu104e,6.902966625531048e-05
1138,D19Bwg1357e,2.1811029936970202e-05
1139,D19Wsu162e,6.216195065417106e-05
1140,D230037D09Rik,7.928761443034162e-05
1141,D4Bwg0951e,5.2499575478527116e-05
1142,D4Ertd22e,4.423219345544774e-05
1143,D4Wsu53e,0.00015614004115610024
1144,D5Ertd579e,8.653152505518648e-05
1145,D630023F18Rik,0.0002760579573265542
1146,D630029K05Rik,6.38140092765495e-05
1147,D630042F21Rik,0.0025673858840166344
1148,D630045M09Rik,4.8704251616812895e-05
1149,D8Ertd738e,9.263464325154646e-05
1150,D930014E17Rik,4.2465964882942365e-05
1151,Dab2,0.0005762829351897284
1152,Dad1,0.00014688684749916307
1153,Dag1,4.635775753157193e-05
1154,Daglb,2.8231311694143983e-05
1155,Dao,9.216919081795114e-05
1156,Dap,7.15229675954578e-05
1157,Dap3,5.100638071609922e-05
1158,Dapk1,2.0644373948072656e-05
1159,Dapk3,4.6254778983996274e-05
1160,Dapp1,3.0017326634616308e-05
1161,Dars,4.843756386795912e-05
1162,Dazap1,5.904976886117052e-05
1163,Dazap2,8.385170383305729e-05
1164,Dbi,0.00030538003616708425
1165,Dbnl,6.503253032667736e-05
1166,Dcaf11,6.397514322467477e-05
1167,Dcaf12,2.5613808190327948e-05
1168,Dcaf7,2.393681976639321e-05
1169,Dcaf8,4.9621288990880113e-05
1170,Dcn,0.0003294942201473585
1171,Dctn1,5.1519939112976293e-05
1172,Dctn2,8.416404780626836e-05
1173,Dctn3,6.0863085834717755e-05
1174,Dctn4,7.086235269300445e-05
1175,Dctn5,5.774744958665328e-05
1176,Dctn6,3.2258120309710614e-05
1177,Dcun1d1,2.6550869216793213e-05
1178,Dcun1d5,5.670808789265383e-05
1179,Dcxr,0.00019083921072045605
1180,Dda1,5.159603910542986e-05
1181,Ddah1,0.0003036712198250341
1182,Ddah2,0.00010056283278841469
1183,Ddb1,3.182259063968632e-05
1184,Ddc,0.00010055905612154384
1185,Ddhd2,6.975443141092102e-05
1186,Ddit3,0.0001687967291725633
1187,Ddit4l,9.13931599259562e-05
1188,Ddost,0.00012089077637966449
1189,Ddrgk1,7.649527409844403e-05
1190,Ddt,0.00011319801225778732
1191,Ddx1,2.7618185115527242e-05
1192,Ddx17,3.4907807106865794e-05
1193,Ddx24,2.3380440805606443e-05
1194,Ddx39,0.0001171600820497691
1195,Ddx39b,6.760566452007508e-05
1196,Ddx3x,0.0001044090257360882
1197,Ddx3y,5.655906810541327e-05
1198,Ddx47,7.615030962002903e-05
1199,Ddx5,0.0001401214706477073
1200,Ddx56,2.7934929622362837e-05
1201,Ddx6,4.937770355374277e-05
1202,Deb1,4.710501765921729e-05
1203,Decr1,0.00011410096267097448
1204,Decr2,7.317866335646544e-05
1205,Dedd,3.70080910599734e-05
1206,Def8,4.933090036491638e-05
1207,Defb1,0.003324954957048023
1208,Defb29,5.746869169951254e-05
1209,Degs1,0.00010944727306292128
1210,Degs2,0.00012001905881761116
1211,Dek,9.733543982701171e-05
1212,Dennd4a,2.2128932015907853e-05
1213,Dennd5b,6.336547784951659e-05
1214,Denr,4.100969518874392e-05
1215,Deptor,7.105595865606033e-05
1216,Dera,5.297010208929023e-05
1217,Derl1,6.899001306050331e-05
1218,Derl2,9.24962221839955e-05
1219,Dexi,5.753917927892632e-05
1220,Dgat1,3.543371260195973e-05
1221,Dgat2,4.850498095035472e-05
1222,Dgcr6,7.817999842800906e-05
1223,Dguok,2.5347456729432123e-05
1224,Dhcr24,0.00012639855483518293
1225,Dhdds,4.793071371570145e-05
1226,Dhfr,7.344256199189531e-05
1227,Dhrs1,5.943478986735387e-05
1228,Dhrs3,0.0003021779199719922
1229,Dhrs4,0.00010757295707890291
1230,Dhrs7,7.583491478543022e-05
1231,Dhx40,6.440635166924194e-05
1232,Diablo,4.845729688298406e-05
1233,Diap1,6.654903375233613e-05
1234,Dicer1,0.00011448536559729135
1235,Dido1,2.2659785630322073e-05
1236,Dkk2,2.225167998248912e-05
1237,Dlat,4.353687853105264e-05
1238,Dlc1,0.0010444834768280596
1239,Dld,6.67329645677169e-05
1240,Dleu2,1.1766537486331295e-05
1241,Dll4,0.00011215552955265308
1242,Dlst,8.264920725867913e-05
1243,Dmbt1,5.5444617941087636e-05
1244,Dmxl1,3.411306238697911e-05
1245,Dnaja1,0.00010062321552023572
1246,Dnaja2,9.757509124862045e-05
1247,Dnaja3,3.669578826413018e-05
1248,Dnajb1,8.47728412864927e-05
1249,Dnajb11,7.089033111531824e-05
1250,Dnajb2,4.031291962466147e-05
1251,Dnajb6,4.375836842048063e-05
1252,Dnajb9,6.645674064182732e-05
1253,Dnajc10,1.4925815988076421e-05
1254,Dnajc12,6.436291607650941e-05
1255,Dnajc15,6.939979129810171e-05
1256,Dnajc19,5.033694916399015e-05
1257,Dnajc2,3.480188262359982e-05
1258,Dnajc21,4.70406317466888e-05
1259,Dnajc22,0.00012111327463911587
1260,Dnajc3,0.00010154573175047367
1261,Dnajc5,3.3853381652196773e-05
1262,Dnajc8,6.213934410508421e-05
1263,Dnalc4,4.0166357029181564e-05
1264,Dnase1,0.0007485125053976287
1265,Dnase1l3,7.660585322280709e-05
1266,Dnm2,6.45744793838483e-05
1267,Dnmt3a,8.794703654623035e-05
1268,Dnpep,4.391610550964265e-05
1269,Dock1,6.113593262161797e-05
1270,Dock10,1.455670449517208e-05
1271,Dock2,5.427463971461443e-05
1272,Dock8,4.11913892619225e-05
1273,Dohh,8.30237145542368e-05
1274,Dok2,0.000142904216654936
1275,Dok3,4.136565036521216e-05
1276,Dpep1,0.0008151506425221954
1277,Dph3,3.7910098059787925e-05
1278,Dpm1,6.300582280588772e-05
1279,Dpm3,5.622349886910269e-05
1280,Dpp7,8.15441351699653e-05
1281,Dpt,9.618452107910987e-05
1282,Dpy30,9.569902743772682e-05
1283,Dpys,5.139723186991422e-05
1284,Dpysl2,0.0013413805002725082
1285,Dram2,7.21519638188183e-05
1286,Drap1,7.364952037015025e-05
1287,Drg1,7.382369737529564e-05
1288,Drosha,6.949651012636537e-05
1289,Dst,0.00014755580718043968
1290,Dstn,0.00013403778407218697
1291,Dstyk,1.4111702058331933e-05
1292,Dtd1,6.177232877745978e-05
1293,Dtnbp1,9.296194135892872e-05
1294,Dtymk,5.915673920621189e-05
1295,Dusp1,0.0003744095698802291
1296,Dusp11,0.00010524558739866828
1297,Dusp2,4.474783494624562e-05
1298,Dusp3,0.0006040930786996847
1299,Dusp5,0.00011281953520094912
1300,Dusp6,3.0288466727669844e-05
1301,Dync1h1,5.31087759471735e-05
1302,Dync1i2,4.082861885538726e-05
1303,Dync1li1,4.137845964702946e-05
1304,Dynll1,0.00019754588232730942
1305,Dynll2,7.542038021491648e-05
1306,Dynlrb1,0.00010552528651802955
1307,Dynlt1b,1.2725920636007515e-05
1308,Dyrk1a,4.2196000025609005e-05
1309,Dysf,8.884712023800897e-05
1310,E030010A14Rik,0.0001093876085465899
1311,E030024N20Rik,4.402726740386755e-05
1312,E2f4,5.181151548067243e-05
1313,E330020D12Rik,7.428557098052442e-05
1314,Ebf1,8.682802580257911e-05
1315,Ebna1bp2,3.864730208486202e-05
1316,Ebp,6.805338947458433e-05
1317,Ece1,0.0012473718127061749
1318,Ech1,0.00018990184444753994
1319,Echdc2,8.12830063938768e-05
1320,Echs1,8.622825054099317e-05
1321,Eci1,9.638409345318131e-05
1322,Eci2,0.0001075318839006409
1323,Eci3,0.0003820448748262014
1324,Ecm1,0.0003058163462801264
1325,Ecscr,0.00015251265667463746
1326,Ecsit,5.903157467284333e-05
1327,Edem1,5.5373461726866823e-05
1328,Edem2,6.284506589345368e-05
1329,Edf1,0.00016664427970607528
1330,Ednrb,0.0005975284233470989
1331,Eea1,6.501706323867908e-05
1332,Eef1a1,0.0007105775228043358
1333,Eef1b2,0.0001565211957184111
1334,Eef1d,6.37325080547382e-05
1335,Eef1e1,4.200612750693231e-05
1336,Eef1g,0.000131755358258809
1337,Eef2,0.00024860743190676597
1338,Eefsec,3.830148877829232e-05
1339,Efemp1,7.480930621152385e-05
1340,Efha1,8.066282733019132e-05
1341,Efha2,2.5438586138437973e-05
1342,Efhd1,0.00027380724957300163
1343,Efhd2,0.0004643434923587616
1344,Efna1,8.172913702831756e-06
1345,Efna5,2.8552520294177578e-05
1346,Efnb2,0.0006611481774996693
1347,Egf,0.0035310375111411415
1348,Egfl6,0.0003601092807552932
1349,Egfl7,0.003954621319383488
1350,Egr1,0.00015448741753045474
1351,Egr2,3.5980140431012384e-05
1352,Ehd1,7.822925283324438e-05
1353,Ehd3,0.0001915444989974641
1354,Ehd4,0.0015811315627101263
1355,Ehhadh,5.434595329793154e-05
1356,Eid1,5.85961503422632e-05
1357,Eif1,0.0001254924780259448
1358,Eif1a,0.00010500940243100906
1359,Eif1ad,5.3546984153790104e-05
1360,Eif1ax,6.243771153442314e-05
1361,Eif1b,7.090664284884732e-05
1362,Eif2ak2,4.538396267825424e-05
1363,Eif2b1,1.429241324597914e-05
1364,Eif2b5,1.271716397004238e-05
1365,Eif2c3,0.00017683861102727664
1366,Eif2s1,3.180803309972399e-05
1367,Eif2s2,5.9547930656957305e-05
1368,Eif3a,9.98147294631959e-05
1369,Eif3b,4.196675113305247e-05
1370,Eif3c,7.992325630647484e-05
1371,Eif3d,9.47249230099161e-05
1372,Eif3e,9.888733139978304e-05
1373,Eif3f,0.0002204716216476837
1374,Eif3g,8.846699370218909e-05
1375,Eif3h,0.00011146900840223834
1376,Eif3i,7.973567086084669e-05
1377,Eif3k,0.00010315354238816083
1378,Eif3l,9.171651688618267e-05
1379,Eif3m,7.225136105936478e-05
1380,Eif4a1,0.00010842832655816546
1381,Eif4a2,7.759576977261467e-05
1382,Eif4a3,9.035754893832175e-05
1383,Eif4b,4.7958264760541044e-05
1384,Eif4e,2.7188137246347497e-05
1385,Eif4e3,5.656740624402301e-05
1386,Eif4g1,8.691379881953889e-05
1387,Eif4g2,0.00011816209508327736
1388,Eif4g3,5.5818205868688755e-05
1389,Eif4h,9.702573944000354e-05
1390,Eif5,0.00014682091182554485
1391,Eif5a,0.00023496141905105674
1392,Eif5b,8.766524828522802e-05
1393,Eif6,6.237435569844061e-05
1394,Elavl1,2.813887776322089e-05
1395,Elf1,0.00011451323630665146
1396,Elk3,0.0003776695173444068
1397,Elovl1,4.6253592551174874e-05
1398,Elovl5,2.8620074515772313e-05
1399,Elovl7,5.410948969488694e-05
1400,Eltd1,0.0018456818003104085
1401,Emb,0.00012029227385478304
1402,Emcn,0.004152521900104311
1403,Emd,3.297174583778781e-05
1404,Emp1,3.764240244953316e-05
1405,Emp3,0.0004606804572699713
1406,Emr1,0.00037798245199040524
1407,Emx1,0.001238193783754432
1408,Endog,1.4309479329294238e-05
1409,Eng,0.0037326646060419706
1410,Eno1,0.0001876050186072103
1411,Enpp2,0.000610727597255111
1412,Enpp4,3.7803649444797484e-05
1413,Enpp5,7.036113174201851e-05
1414,Entpd1,5.1063202552565766e-05
1415,Entpd2,0.00010345609685008604
1416,Entpd5,6.434174678993063e-05
1417,Eny2,4.85213464757381e-05
1418,Ep300,7.05005440911264e-05
1419,Epas1,0.002305451840404597
1420,Epb4.1,5.9330954493839676e-05
1421,Epb4.1l1,3.153293248887017e-05
1422,Epb4.1l3,0.0002593091040370776
1423,Epc1,4.174861473691762e-05
1424,Epcam,0.0008149598024601282
1425,Epha1,1.952213385971034e-05
1426,Ephb4,3.107460939080933e-05
1427,Ephx1,4.5957698052328926e-05
1428,Ephx2,0.00017459922570444624
1429,Epn1,4.185760427615434e-05
1430,Eprs,8.279123979237557e-05
1431,Eps15,0.00010886117148741379
1432,Eps8l2,6.265775864745477e-05
1433,Erbb2ip,6.499025360689547e-05
1434,Ergic2,3.184715620219514e-05
1435,Ergic3,5.219824307094316e-05
